Car ID,Brand,Model,Year,Transmission,Mileage,Fuel Type,Tax,MPG,Engine Size,Price
12763,BMW, X4,2016,Automatic,52131,Diesel,150,54.3,2,20470
12764,Ford, KA,2016,Manual,6205,Petrol,30,57.7,1.2,8100
12765,BMW, M3,2004,Manual,80000,Petrol,330,23.7,3.2,16950
12766,BMW, M4,2019,Semi-Auto,9244,Petrol,145,32.5,3,44980
12767,BMW, X7,2019,Semi-Auto,1657,Diesel,145,31.4,3,73990
12768,BMW, Z4,2016,Manual,25921,Petrol,205,41.5,2,15991
12769,Volkswagen, Arteon,2019,Semi-Auto,8861,Petrol,145,40.4,1.5,21982
12770,Toyota, Prius,2019,Automatic,6451,Other,135,61.4,1.8,23750
12771,Audi, A8,2015,Automatic,35361,Diesel,200,48.7,3,19230
12772,Skoda, Yeti,2016,Manual,29000,Diesel,30,62.8,2,12295
12773,Skoda, Scala,2019,Manual,1037,Diesel,145,57.7,1.6,19191
12774,Toyota, Verso,2017,Semi-Auto,19807,Petrol,200,42.8,1.8,12990
12775,BMW, 7 Series,2019,Semi-Auto,2919,Diesel,145,41.5,3,52900
12776,Toyota, Hilux,2016,Manual,20250,Diesel,265,40.4,2.4,15650
12777,Audi, SQ7,2017,Automatic,40000,Diesel,300,39.2,4,43950
12778,Volkswagen, Arteon,2019,Automatic,9956,Petrol,145,47.1,2,26690
12779,Mercedes, M Class,2014,Automatic,74869,Diesel,205,44.8,2.1,16940
12780,Mercedes, GLS Class,2019,Automatic,11607,Diesel,145,37.2,3,44990
12781,BMW, X4,2015,Automatic,51536,Diesel,200,47.9,3,19799
12782,Audi, RS5,2019,Automatic,4009,Petrol,145,29.7,2.9,55292
12783,Vauxhall, Combo Life,2019,Manual,9726,Diesel,145,53.3,1.5,13798
12784,Vauxhall, GTC,2018,Manual,9297,Petrol,145,36.2,2,18998
12785,Hyundai, I40,2016,Semi-Auto,59335,Diesel,125,56.5,1.7,9500
12786,Ford, Galaxy,2019,Manual,2815,Diesel,145,55.4,2,26950
12787,Ford, Edge,2018,Semi-Auto,25270,Diesel,150,47.9,2,23495
12788,Hyundai, I40,2015,Manual,54000,Diesel,30,65.7,1.7,6990
12789,Toyota, Land Cruiser,2015,Automatic,51437,Diesel,300,38.2,2.8,29875
12790,Mercedes, CLS Class,2019,Automatic,1751,Diesel,145,45.6,2,37890
12791,Hyundai, I40,2016,Manual,40134,Diesel,30,65.7,1.7,9698
12792,Mercedes, S Class,2019,Automatic,1501,Diesel,145,41.5,3,54990
12793,Ford, Galaxy,2019,Manual,16448,Diesel,145,55.4,2,24999
12794,BMW, X4,2020,Semi-Auto,7724,Diesel,145,37.2,3,45990
12795,Volkswagen, Jetta,2013,Manual,48501,Diesel,20,67.3,1.6,6891
12796,Volkswagen, Scirocco,2014,Manual,44034,Diesel,30,62.8,2,10399
12797,Toyota, Supra,2019,Automatic,10,Petrol,145,34.5,3,49499
12798,Hyundai, I800,2016,Automatic,48039,Diesel,325,33.6,2.5,12711
12799,Audi, RS6,2017,Automatic,17283,Petrol,150,29.4,4,59900
12800,Ford, Mustang,2020,Automatic,3500,Petrol,145,30.7,2.3,38489
12801,Skoda, Scala,2019,Semi-Auto,8121,Diesel,145,54.3,1.6,17495
12802,Ford, Mustang,2020,Manual,100,Petrol,145,22.8,5,41000
12803,Hyundai, I40,2019,Semi-Auto,1000,Diesel,145,53.3,1.6,21000
12804,Vauxhall, Combo Life,2019,Manual,10543,Diesel,145,53.3,1.5,13798
12805,Audi, S3,2016,Automatic,60000,Petrol,205,40.9,2,21950
12806,Ford, Edge,2017,Manual,18968,Diesel,160,48.7,2,18950
12807,Toyota, Camry,2019,Automatic,5145,Hybrid,135,52.3,2.5,24990
12808,Ford, Grand Tourneo Connect,2017,Manual,9000,Diesel,145,64.2,1.5,24500
12809,Audi, Q8,2019,Automatic,6000,Diesel,145,32.8,3,64990
12810,Toyota, Hilux,2015,Automatic,19962,Diesel,260,32.8,3,20495
12811,Audi, A7,2017,Semi-Auto,34128,Petrol,330,29.7,4,30000
12812,Volkswagen, Beetle,2016,Manual,20991,Petrol,125,51.4,1.2,13000
12813,Hyundai, Santa Fe,2018,Semi-Auto,31350,Diesel,145,42.8,2.2,19099
12814,Ford, Grand Tourneo Connect,2017,Manual,20122,Diesel,30,64.2,1.5,14000
12815,Volkswagen, Tiguan Allspace,2019,Automatic,5000,Diesel,145,39.2,2,31899
12816,Volkswagen, Beetle,2016,Manual,65318,Diesel,20,65.7,2,8690
12817,Audi, S3,2015,Manual,48800,Petrol,205,39.8,2,17950
12818,Ford, KA,2016,Manual,19065,Petrol,30,57.7,1.2,6600
12819,Hyundai, IX20,2016,Manual,29099,Petrol,125,50.4,1.4,8199
12820,Mercedes, V Class,2019,Automatic,677,Diesel,145,36.7,2,47995
12821,Volkswagen, Scirocco,2017,Manual,22430,Petrol,145,47.1,2,15495
12822,Toyota, Hilux,2019,Automatic,3500,Diesel,260,36.2,2.4,23995
12823,Ford, Edge,2017,Automatic,41000,Diesel,145,48.7,2,20994
12824,Volkswagen, Caravelle,2019,Semi-Auto,2544,Diesel,145,32.8,2,42900
12825,Mercedes, CLA Class,2020,Automatic,2000,Petrol,150,44.8,1.3,32995
12826,Audi, RS3,2019,Semi-Auto,14585,Petrol,150,29.7,2.5,46990
12827,Hyundai, IX35,2013,Manual,54321,Diesel,150,53.3,1.7,6999
12828,Hyundai, Santa Fe,2019,Semi-Auto,17835,Diesel,145,39.8,2.2,28500
12829,Mercedes, GL Class,2015,Automatic,21210,Diesel,125,56.5,2.1,18199
12830,Skoda, Scala,2019,Manual,1514,Petrol,150,47.9,1.5,17995
12831,BMW, 6 Series,2016,Semi-Auto,15668,Petrol,260,35.8,3,26580
12832,BMW, 7 Series,2017,Automatic,36500,Diesel,145,57.6,3,29999
12833,Volkswagen, Arteon,2019,Automatic,7148,Diesel,145,50.4,2,29990
12834,Ford, Puma,2019,Manual,3000,Petrol,145,50.4,1,25820
12835,Volkswagen, Arteon,2018,Manual,7813,Diesel,145,65.7,2,21502
12836,Skoda, Scala,2019,Semi-Auto,8471,Petrol,150,47.1,1,15596
12837,Ford, Puma,2019,Manual,578,Petrol,145,50.4,1,22000
12838,Volkswagen, Arteon,2019,Manual,7998,Diesel,145,52.3,2,24495
12839,Mercedes, S Class,2019,Semi-Auto,3835,Diesel,145,52.3,3,53999
12840,Audi, Q8,2019,Semi-Auto,9089,Diesel,145,33.6,3,51991
12841,Mercedes, V Class,2017,Automatic,14311,Diesel,235,44.8,2.1,36990
12842,Ford, Edge,2018,Semi-Auto,12815,Diesel,150,48.7,2,22795
12843,Ford, Galaxy,2018,Manual,34615,Diesel,145,56.5,2,18000
12844,Audi, A8,2018,Semi-Auto,10249,Diesel,145,50.4,3,33998
12845,Hyundai, Santa Fe,2017,Semi-Auto,41429,Diesel,145,42.8,2.2,18894
12846,Volkswagen, Arteon,2019,Semi-Auto,25,Diesel,145,50.4,2,26998
12847,Audi, RS3,2016,Semi-Auto,29920,Petrol,300,34.9,2.5,29888
12848,Volkswagen, Beetle,2016,Manual,35916,Petrol,150,47.1,1.4,14991
12849,Volkswagen, Arteon,2019,Automatic,2536,Diesel,145,50.4,2,27399
12850,Mercedes, V Class,2018,Manual,21525,Diesel,145,46.3,2.1,19498
12851,Vauxhall, Zafira Tourer,2014,Manual,59548,Diesel,145,55.4,2,6450
12852,Skoda, Scala,2019,Manual,1500,Petrol,145,49.6,1,16495
12853,Toyota, Avensis,2017,Manual,51681,Diesel,145,61.4,2,11199
12854,Volkswagen, Tiguan Allspace,2019,Semi-Auto,9023,Diesel,150,47.9,2,28991
12855,Toyota, Verso,2016,Semi-Auto,36318,Petrol,160,43.5,1.8,12495
12856,Ford, Tourneo Custom,2017,Manual,33650,Diesel,235,44.1,2,17995
12857,Skoda, Yeti,2016,Semi-Auto,13156,Petrol,125,51.4,1.2,13495
12858,Skoda, Yeti,2016,Manual,14334,Petrol,125,51.4,1.2,12395
12859,Skoda, Rapid,2017,Manual,26858,Diesel,20,74.3,1.4,8995
12860,Audi, RS6,2015,Automatic,35000,Petrol,325,29.4,4,44944
12861,Audi, RS5,2019,Automatic,5000,Petrol,145,30.1,2.9,54000
12862,Mercedes, M Class,2011,Automatic,131000,Diesel,555,31,3,7995
12863,Volkswagen, Caravelle,2019,Automatic,12152,Diesel,145,44.8,2,43990
12864,Mercedes, M Class,2008,Automatic,110000,Diesel,555,28.8,3,5990
12865,BMW, M4,2019,Automatic,299,Petrol,145,32.5,3,44889
12866,Mercedes, G Class,2015,Semi-Auto,10000,Petrol,570,20.5,5.5,99850
12867,Hyundai, IX20,2017,Automatic,11211,Petrol,150,43.5,1.6,9995
12868,Hyundai, I800,2016,Automatic,55088,Diesel,330,33.6,2.5,12000
12869,Skoda, Rapid,2017,Manual,23000,Petrol,150,61.4,1,8199
12870,Hyundai, IX20,2017,Automatic,17736,Petrol,150,43.5,1.6,10399
12871,Hyundai, I40,2016,Semi-Auto,27000,Diesel,125,56.5,1.7,10695
12872,BMW, M4,2019,Automatic,99,Petrol,145,34,3,45999
12873,Ford, Edge,2016,Manual,30282,Diesel,205,47.9,2,19991
12874,Hyundai, I800,2019,Manual,5137,Diesel,145,31.7,2.5,18497
12875,Mercedes, GLS Class,2019,Automatic,2010,Diesel,145,34,3,67600
12876,Volkswagen, Amarok,2017,Automatic,27540,Diesel,260,36.2,3,25999
12877,Audi, A8,2018,Semi-Auto,3027,Diesel,145,40.4,3,37750
12878,Volkswagen, Caddy Maxi Life,2019,Semi-Auto,10194,Diesel,150,44.1,2,18695
12879,Vauxhall, Vivaro,2018,Manual,13585,Diesel,145,50.4,1.6,19998
12880,Hyundai, IX20,2018,Manual,25833,Petrol,145,50.4,1.4,11490
12881,Ford, KA,2016,Manual,13592,Petrol,30,57.7,1.2,6500
12882,Ford, Puma,2019,Manual,300,Petrol,145,50.4,1,21000
12883,Volkswagen, Beetle,2014,Manual,30323,Diesel,150,55.4,2,12751
12884,Mercedes, V Class,2019,Automatic,147,Diesel,145,36.2,2,45394
12885,Toyota, Hilux,2016,Automatic,55883,Diesel,260,32.8,3,15498
12886,Audi, A8,2018,Automatic,20360,Diesel,145,50.4,3,49995
12887,Vauxhall, Zafira Tourer,2017,Manual,18477,Petrol,150,41.5,1.4,12995
12888,Mercedes, GLS Class,2017,Automatic,22957,Diesel,145,37.2,3,38580
12889,Volkswagen, Amarok,2019,Automatic,9222,Diesel,260,33.6,3,29990
12890,Hyundai, Santa Fe,2015,Automatic,28700,Diesel,260,42.2,2.2,19000
12891,Skoda, Scala,2020,Manual,600,Petrol,150,49.6,1,17980
12892,Toyota, Prius,2016,Automatic,35373,Hybrid,0,85.6,1.8,18004
12893,Vauxhall, GTC,2018,Manual,11882,Petrol,145,36.2,2,18998
12894,Hyundai, I800,2017,Manual,34492,Diesel,145,37.7,2.5,14000
12895,Audi, RS4,2015,Semi-Auto,35905,Petrol,565,26.4,4.2,29995
12896,BMW, 7 Series,2014,Automatic,78094,Diesel,160,50.4,3,13600
12897,Volkswagen, Tiguan Allspace,2019,Automatic,3698,Diesel,145,39.2,2,30299
12898,Volkswagen, Arteon,2019,Semi-Auto,5851,Diesel,145,50.4,2,24985
12899,Skoda, Scala,2019,Automatic,5697,Diesel,145,54.3,1.6,18295
12900,Hyundai, IX20,2016,Automatic,4210,Petrol,165,43.5,1.6,9500
12901,Hyundai, IX20,2015,Automatic,8500,Petrol,200,43.6,1.6,9250
12902,Volkswagen, Scirocco,2017,Manual,5396,Petrol,150,52.3,1.4,14498
12903,Volkswagen, Amarok,2019,Automatic,2569,Diesel,260,33.6,3,31995
12904,Toyota, Prius,2016,Automatic,24715,Hybrid,0,94.1,1.8,18495
12905,Vauxhall, Combo Life,2019,Manual,4396,Diesel,145,53.3,1.5,15000
12906,Hyundai, IX20,2014,Manual,38601,Petrol,125,50.4,0,6500
12907,Ford, Grand Tourneo Connect,2016,Automatic,45228,Diesel,125,56.6,1.5,12157
12908,Ford, Galaxy,2018,Automatic,9041,Diesel,145,53.3,2,22000
12909,Volkswagen, Scirocco,2016,Automatic,25564,Diesel,30,57.6,2,13661
12910,Skoda, Kamiq,2019,Manual,3160,Petrol,145,47.9,1,15995
12911,Volkswagen, Shuttle,2018,Semi-Auto,33455,Diesel,145,47.1,2,25500
12912,Mercedes, CLA Class,2013,Automatic,74194,Diesel,30,62.8,2.1,13000
12913,Hyundai, IX20,2018,Automatic,17167,Petrol,145,43.5,1.6,10990
12914,Mercedes, V Class,2019,Automatic,1250,Diesel,145,44.8,2.2,39500
12915,BMW, X4,2019,Semi-Auto,10755,Diesel,145,42.8,2,35480
12916,Mercedes, S Class,2005,Automatic,75148,Diesel,330,36.7,3.2,4990
12917,Audi, A8,2016,Automatic,33063,Petrol,330,30.1,4,33000
12918,Hyundai, IX20,2011,Manual,23000,Petrol,120,50.4,1.4,4750
12919,Skoda, Roomster,2014,Manual,51956,Petrol,145,49.6,1.2,6295
12920,Audi, A8,2015,Semi-Auto,54174,Diesel,205,47.9,3,19499
12921,Toyota, Avensis,2015,Manual,11653,Diesel,30,62.8,2,10399
12922,Ford, Galaxy,2019,Manual,2000,Diesel,145,55.4,2,22950
12923,Mercedes, GL Class,2014,Automatic,5007,Diesel,145,55.4,2.1,17699
12924,Mercedes, S Class,2019,Semi-Auto,1000,Petrol,145,34,4,93499
12925,Ford, Galaxy,2017,Manual,32750,Diesel,125,56.5,2,18999
12926,Vauxhall, GTC,2016,Manual,43589,Diesel,125,60.1,2,9498
12927,Skoda, Yeti,2016,Semi-Auto,33033,Petrol,125,51.4,1.2,12299
12928,Vauxhall, GTC,2016,Manual,25389,Petrol,160,47.1,1.4,7891
12929,Volkswagen, Scirocco,2017,Manual,37835,Diesel,30,53.3,2,15601
12930,Mercedes, GL Class,2017,Manual,14602,Diesel,20,67.3,2.1,16995
12931,Audi, A7,2015,Semi-Auto,55449,Diesel,160,52.3,3,22450
12932,Hyundai, IX20,2014,Manual,41960,Petrol,125,50.4,1.4,5999
12933,Ford, Edge,2016,Semi-Auto,32736,Diesel,160,48.7,2,19995
12934,Hyundai, I40,2017,Manual,17393,Diesel,145,65.7,1.7,11485
12935,BMW, M5,2019,Automatic,13000,Petrol,150,24.1,4.4,69948
12936,Mercedes, X-CLASS,2017,Manual,6000,Diesel,260,37.2,2.3,26990
12937,Audi, A7,2014,Automatic,75000,Diesel,200,48.7,3,14480
12938,Volkswagen, Scirocco,2017,Automatic,13695,Petrol,145,44.1,2,15900
12939,Volkswagen, Amarok,2019,Automatic,6317,Diesel,260,33.6,3,32990
12940,Mercedes, V Class,2019,Semi-Auto,4823,Diesel,145,45.6,2.2,39995
12941,Ford, Tourneo Custom,2018,Manual,30732,Diesel,145,32.5,2,17495
12942,Volkswagen, Arteon,2019,Automatic,5619,Petrol,145,32.8,2,35750
12943,Hyundai, IX35,2011,Automatic,48528,Diesel,300,39.2,2,7799
12944,Audi, A8,2019,Automatic,5000,Diesel,145,40.4,3,50990
12945,Vauxhall, Zafira Tourer,2014,Manual,29000,Petrol,200,42.8,1.4,7995
12946,BMW, Z4,2009,Manual,76000,Petrol,325,30.1,3,9490
12947,Ford, Mustang,2016,Manual,11600,Petrol,580,20.9,5,27925
12948,Skoda, Rapid,2014,Manual,49080,Petrol,30,55.4,1.2,5990
12949,BMW, 7 Series,2017,Semi-Auto,34017,Diesel,125,57.6,3,26998
12950,Ford, KA,2015,Manual,19502,Petrol,30,57.7,1.2,4698
12951,Ford, Mustang,2016,Semi-Auto,26104,Petrol,570,20.8,5,27999
12952,Toyota, Verso,2015,Manual,40857,Diesel,30,62.8,1.6,10495
12953,Ford, Galaxy,2019,Semi-Auto,3802,Diesel,145,54.3,2,28500
12954,Hyundai, IX35,2015,Manual,33177,Diesel,160,51.4,2,10199
12955,Volkswagen, Scirocco,2017,Manual,30186,Petrol,150,52.3,1.4,14500
12956,Hyundai, Santa Fe,2019,Semi-Auto,6697,Diesel,150,39.2,2.2,33999
12957,BMW, X4,2017,Automatic,35016,Diesel,150,54.3,2,22500
12958,Volkswagen, Arteon,2019,Automatic,11506,Diesel,145,50.4,2,29991
12959,Vauxhall, Agila,2014,Manual,45400,Petrol,20,60.1,1,3595
12960,Volkswagen, Caravelle,2019,Semi-Auto,12192,Diesel,145,32.8,2,39995
12961,Skoda, Rapid,2019,Manual,13579,Petrol,145,58.9,1,9550
12962,Hyundai, IX20,2017,Manual,12245,Petrol,150,50.4,1.4,10000
12963,Skoda, Rapid,2018,Manual,14742,Petrol,145,61.4,1,10695
12964,Skoda, Kamiq,2019,Manual,10,Petrol,145,47.1,1.5,19490
12965,Mercedes, CLS Class,2017,Automatic,39040,Diesel,145,57.7,2.1,19000
12966,Vauxhall, Combo Life,2018,Manual,5486,Diesel,145,53.3,1.5,14498
12967,Skoda, Rapid,2017,Manual,33151,Petrol,145,61.4,1,8800
12968,Mercedes, CLS Class,2017,Automatic,32977,Diesel,145,51.4,3,21900
12969,Volkswagen, CC,2016,Semi-Auto,4289,Petrol,200,39.2,1.8,15000
12970,BMW, M4,2019,Semi-Auto,19322,Petrol,150,34,3,40950
12971,Hyundai, I800,2018,Manual,36759,Diesel,145,28,2.5,15498
12972,BMW, i8,2017,Automatic,9992,Hybrid,135,134.5,1.5,59950
12973,Toyota, Avensis,2017,Manual,35650,Petrol,145,47.1,1.8,12995
12974,Ford, Grand C-MAX,2014,Manual,70000,Diesel,125,57.7,1.6,7490
12975,Volkswagen, Scirocco,2017,Automatic,22989,Petrol,160,44.1,2,14736
12976,Skoda, Kamiq,2019,Manual,4259,Petrol,145,47.9,1,16999
12977,Toyota, Verso,2017,Manual,12114,Petrol,145,41.5,1.6,12660
12978,Hyundai, Santa Fe,2018,Manual,21588,Diesel,145,47.1,2.2,20842
12979,Vauxhall, Combo Life,2019,Manual,2721,Petrol,145,42.2,1.2,14244
12980,Volkswagen, Tiguan Allspace,2019,Manual,53,Petrol,150,36.2,1.5,24998
12981,Volkswagen, Jetta,2007,Automatic,55000,Diesel,190,45.6,2,4450
12982,Mercedes, M Class,2011,Automatic,69000,Diesel,555,32.5,3,10990
12983,Mercedes, GLB Class,2020,Semi-Auto,29,Diesel,145,44.8,2,40480
12984,Skoda, Scala,2019,Manual,4538,Petrol,150,49.6,1,15999
12985,Hyundai, IX20,2017,Automatic,20673,Petrol,150,43.5,1.6,9998
12986,Audi, RS4,2014,Semi-Auto,58460,Petrol,555,26.4,4.2,26490
12987,Volkswagen, Arteon,2019,Manual,5000,Diesel,145,52.3,2,26490
12988,Toyota, Prius,2019,Automatic,13772,Hybrid,135,235,1.8,22495
12989,Mercedes, CLS Class,2013,Automatic,48500,Diesel,145,54.3,2.1,13495
12990,Ford, Galaxy,2017,Semi-Auto,40782,Diesel,145,52.3,2,17995
12991,Hyundai, I40,2015,Semi-Auto,61919,Diesel,125,56.5,1.7,9495
12992,Hyundai, IX20,2017,Manual,11567,Petrol,145,50.4,1.4,9500
12993,Toyota, Verso,2017,Manual,13918,Petrol,200,41.5,1.6,14495
12994,Skoda, Rapid,2013,Manual,40268,Diesel,20,72.4,1.6,6300
12995,Mercedes, SLK,1998,Automatic,113557,Petrol,265,32.1,2.3,1990
12996,Ford, Edge,2017,Automatic,33576,Diesel,160,48.7,2,20250
12997,Ford, Edge,2017,Semi-Auto,25725,Diesel,145,47.9,2,22511
12998,Volkswagen, Amarok,2019,Automatic,6800,Diesel,260,36.2,3,31995
12999,Volkswagen, Arteon,2019,Automatic,4560,Diesel,145,44.1,2,24800
13000,Volkswagen, Amarok,2016,Automatic,29500,Diesel,265,35.3,2,22794
13001,Audi, S3,2015,Manual,32000,Petrol,200,39.8,2,18790
13002,Hyundai, Santa Fe,2017,Automatic,18543,Diesel,140,42.8,2.2,19500
13003,Ford, KA,2013,Manual,65000,Petrol,30,57.7,1.2,3695
13004,Mercedes, V Class,2017,Automatic,5000,Diesel,150,48.7,2.1,25490
13005,Mercedes, CLS Class,2019,Semi-Auto,5053,Diesel,145,48.7,2.9,40532
13006,Volkswagen, Arteon,2019,Semi-Auto,5000,Diesel,145,50.4,2,28950
13007,Toyota, Prius,2018,Automatic,4623,Hybrid,135,85.6,1.8,21725
13008,BMW, X4,2020,Semi-Auto,100,Petrol,145,24.8,3,60995
13009,Skoda, Rapid,2017,Manual,13272,Petrol,145,57.7,1.2,8995
13010,Skoda, Rapid,2017,Manual,18024,Diesel,0,74.3,1.6,8850
13011,Hyundai, IX35,2014,Manual,61243,Diesel,145,53.3,1.7,7991
13012,BMW, X6,2018,Semi-Auto,18212,Diesel,145,40.9,3,38995
13013,Hyundai, I800,2018,Automatic,35757,Diesel,145,28,2.5,16990
13014,Audi, RS5,2018,Semi-Auto,9641,Petrol,145,32.5,2.9,47895
13015,BMW, X6,2019,Automatic,4331,Petrol,145,26.4,3,64652
13016,Volkswagen, Arteon,2019,Semi-Auto,2313,Petrol,145,48.7,1.5,23798
13017,Ford, KA,2014,Manual,34000,Petrol,30,57.7,1.2,4650
13018,Ford, KA,2014,Manual,53417,Petrol,30,57.7,1.2,3295
13019,Mercedes, CLA Class,2013,Automatic,23369,Diesel,30,62.8,2.1,15275
13020,Mercedes, CLS Class,2016,Automatic,48000,Diesel,125,57.7,2.1,16990
13021,Mercedes, SLK,2001,Automatic,91000,Petrol,325,30,2.3,3950
13022,BMW, 6 Series,2016,Automatic,34000,Diesel,200,49.6,3,20990
13023,Volkswagen, Arteon,2019,Manual,41,Diesel,145,52.3,2,27998
13024,Mercedes, S Class,2016,Automatic,75000,Diesel,160,50.4,3,26495
13025,Volkswagen, Tiguan Allspace,2019,Manual,4487,Diesel,145,46.3,2,24500
13026,Audi, S4,2020,Automatic,1500,Diesel,145,39.2,0,44888
13027,Vauxhall, Antara,2012,Automatic,53730,Diesel,325,36.2,2.2,6599
13028,Skoda, Scala,2020,Manual,642,Diesel,145,57.7,1.6,22499
13029,Ford, KA,2008,Manual,77000,Petrol,200,43.5,1.3,1550
13030,Skoda, Scala,2020,Semi-Auto,4112,Petrol,145,45.6,1.5,17650
13031,Mercedes, CLS Class,2019,Semi-Auto,2352,Diesel,145,48.7,2.9,36000
13032,Hyundai, Santa Fe,2017,Manual,19049,Diesel,200,47.1,2.2,18990
13033,Skoda, Scala,2019,Manual,1069,Petrol,145,49.6,1,16495
13034,Volkswagen, Scirocco,2016,Manual,42038,Diesel,30,53.3,2,13495
13035,Mercedes, CLS Class,2014,Semi-Auto,31815,Diesel,145,54.3,2.1,15998
13036,Mercedes, CLS Class,2019,Semi-Auto,6465,Diesel,145,47.9,2.9,44999
13037,Skoda, Scala,2020,Manual,1589,Petrol,145,49.6,1,15999
13038,Vauxhall, Combo Life,2019,Manual,8001,Diesel,150,53.3,1.5,14998
13039,Ford, Grand C-MAX,2016,Manual,12884,Petrol,30,54.3,1,10499
13040,Skoda, Scala,2019,Automatic,10000,Diesel,145,54.3,1.6,20995
13041,Volkswagen, Amarok,2019,Automatic,9893,Diesel,260,27.7,3,43995
13042,Hyundai, IX35,2014,Manual,35541,Diesel,145,53.3,1.7,9800
13043,Volkswagen, Arteon,2019,Semi-Auto,7525,Diesel,145,50.4,2,25000
13044,Vauxhall, Zafira Tourer,2017,Manual,28831,Diesel,145,54.3,2,12999
13045,Mercedes, SLK,2015,Automatic,40000,Diesel,145,56.5,2.1,12990
13046,Skoda, Yeti,2017,Automatic,10700,Petrol,125,51.4,1.2,14495
13047,Volkswagen, Tiguan Allspace,2019,Semi-Auto,10,Petrol,145,35.8,1.5,30785
13048,Skoda, Yeti,2016,Automatic,29462,Petrol,125,51.4,1.2,11497
13049,Volkswagen, Scirocco,2016,Semi-Auto,16688,Petrol,0,65.7,2,13490
13050,Mercedes, GLS Class,2019,Semi-Auto,6510,Diesel,145,37.2,3,48249
13051,Vauxhall, Combo Life,2018,Manual,6000,Diesel,145,53.3,1.5,14495
13052,Ford, KA,2010,Manual,90000,Diesel,30,67.3,1.2,2995
13053,Toyota, Verso,2017,Manual,44896,Petrol,200,41.5,1.6,12200
13054,Hyundai, I800,2017,Automatic,35154,Diesel,325,33.6,2.5,15985
13055,Volkswagen, Caravelle,2019,Automatic,5000,Diesel,145,33.6,2,46050
13056,Hyundai, IX20,2017,Automatic,27185,Petrol,160,43.5,1.6,9690
13057,BMW, X4,2015,Semi-Auto,52020,Diesel,145,54.3,2,19660
13058,Toyota, Prius,2018,Automatic,16347,Hybrid,140,235,1.8,20495
13059,Volkswagen, Caddy Maxi Life,2019,Semi-Auto,13349,Diesel,145,46.3,2,18999
13060,Ford, KA,2015,Manual,41800,Petrol,30,57.7,1.2,4995
13061,Volkswagen, Shuttle,2018,Manual,22072,Diesel,145,47.1,2,19998
13062,Audi, RS4,2019,Semi-Auto,10388,Petrol,145,29.1,2.9,55990
13063,Hyundai, IX20,2018,Automatic,10166,Petrol,145,34.5,1.6,12150
13064,Mercedes, CLA Class,2020,Automatic,1000,Petrol,145,44.8,1.3,29498
13065,Skoda, Kamiq,2019,Automatic,1350,Petrol,145,44.1,1.5,21770
13066,Mercedes, S Class,2016,Automatic,54318,Diesel,200,47.9,3,27491
13067,Skoda, Rapid,2017,Semi-Auto,33558,Petrol,150,58.9,1.4,8495
13068,BMW, M4,2017,Semi-Auto,63660,Petrol,150,32.5,3,34221
13069,Audi, Q8,2018,Semi-Auto,11691,Diesel,145,32.8,3,59000
13070,Skoda, Yeti,2017,Semi-Auto,28280,Petrol,145,51.4,1.2,13990
13071,Ford, Edge,2017,Automatic,14283,Diesel,145,47.9,2,22995
13072,Toyota, Avensis,2015,Manual,71000,Diesel,30,61.4,2,7495
13073,Toyota, Prius,2014,Automatic,47221,Hybrid,0,134.5,1.8,15995
13074,Volkswagen, Arteon,2019,Semi-Auto,6882,Diesel,145,62.8,2,24990
13075,Vauxhall, GTC,2015,Manual,63605,Diesel,30,65.7,1.6,6995
13076,BMW, M2,2018,Semi-Auto,6120,Petrol,150,29.1,3,39995
13077,Hyundai, IX20,2017,Automatic,7809,Petrol,160,43.5,1.6,9399
13078,Ford, Edge,2016,Semi-Auto,30265,Diesel,160,48.7,2,19499
13079,Hyundai, IX20,2018,Manual,15853,Petrol,150,50.4,1.4,10690
13080,Ford, Grand C-MAX,2017,Manual,27800,Diesel,30,64.2,1.5,9990
13081,Volkswagen, Tiguan Allspace,2019,Semi-Auto,1473,Petrol,150,35.8,1.5,32201
13082,BMW, M5,2016,Automatic,39200,Petrol,555,28.5,4.4,35995
13083,Mercedes, V Class,2015,Automatic,49000,Diesel,235,44.8,2.2,26950
13084,Mercedes, X-CLASS,2019,Automatic,500,Diesel,260,35.8,2.3,22495
13085,Toyota, Verso,2015,Semi-Auto,43222,Petrol,165,43.5,1.8,12750
13086,Ford, KA,2015,Manual,26333,Petrol,30,57.7,1.2,5995
13087,Hyundai, IX20,2018,Manual,6684,Petrol,150,50.4,1.4,12000
13088,Toyota, Hilux,2019,Manual,5190,Diesel,260,2.8,2.4,20500
13089,Hyundai, I40,2013,Automatic,64672,Diesel,205,47.1,1.7,7485
13090,Mercedes, CLS Class,2016,Semi-Auto,24086,Diesel,160,51.4,3,22490
13091,Toyota, Hilux,2019,Manual,13000,Diesel,260,40.4,2.4,26394
13092,Mercedes, GLS Class,2017,Automatic,11575,Diesel,150,37.2,3,38000
13093,BMW, 8 Series,2019,Semi-Auto,5529,Diesel,150,40.4,3,51980
13094,Hyundai, Santa Fe,2017,Manual,28366,Diesel,150,47.1,2.2,17400
13095,Volkswagen, Shuttle,2019,Semi-Auto,8605,Diesel,150,32.8,2,29730
13096,Mercedes, GL Class,2016,Automatic,26511,Diesel,125,56.5,2.1,17999
13097,Skoda, Rapid,2018,Manual,21500,Petrol,150,61.4,1,9422
